gene	data size	good data	mbio Call	ctrl mean	exp mean	log2FC	logFC_5_neg	logFC_10_neg	logFC_5_pos	logFC_10_pos	logFC_5_str	logFC_10_str	obs-value	norm-obs	p-value	adj. pval
RVBD3660c:RVBD3660c	6	6	NE	1101.25	1134.41	0.043	0.079	0.043	0.080	0.043	0.080	0.043	22.48	0.02564540	0.8502500000	1.0000000000
RVBD3661:RVBD3661	8	8	NE	1583.34	1423.97	-0.153	-0.083	-0.153	-0.137	-0.153	-0.153	-0.153	-81.02	-0.06212366	0.5524500000	1.0000000000
RVBD3662c:RVBD3662c	6	6	NE	1407.07	1460.33	0.054	0.002	0.054	0.055	0.054	0.055	0.054	72.51	0.04941875	0.7944000000	1.0000000000
RVBD3663c:dppD	9	9	NE	772.79	665.16	-0.216	-0.007	-0.216	0.279	-0.216	-0.256	-0.216	-17.30	-0.02330707	0.9466500000	1.0000000000
RVBD3664c:dppC	15	15	NE	1331.39	1463.36	0.136	-0.102	-0.047	0.043	-0.024	0.033	-0.074	-50.18	-0.04826220	0.8322000000	1.0000000000
RVBD3665c:dppB	15	15	NE	720.16	763.49	0.084	-0.218	-0.076	0.264	0.031	-0.063	-0.096	-10.19	-0.01510067	0.9764500000	1.0000000000
RVBD3666B:RVBD3666B	2	2	N/A	465.30	527.64	0.181	0.181	0.181	0.181	0.181	0.181	0.181	52.02	0.12641783	0.3282500000	1.0000000000
RVBD3666c:dppA	7	7	NE	1755.98	1816.19	0.049	0.077	0.049	0.049	0.049	0.021	0.049	-162.69	-0.15157347	0.6470000000	1.0000000000
RVBD3667:acs	12	12	NE	1213.22	1445.24	0.252	-0.135	0.041	0.133	0.252	0.034	0.297	38.19	0.03171917	0.5267000000	1.0000000000
RVBD3668c:RVBD3668c	5	5	NE	1221.91	1255.14	0.039	0.039	0.039	0.039	0.039	0.039	0.039	-113.99	-0.12702505	0.2620500000	1.0000000000
RVBD3669:RVBD3669	14	14	NE	244.79	225.73	-0.117	-0.519	-0.296	0.118	-0.117	-0.335	-0.296	-42.22	-0.16044588	0.3802500000	1.0000000000
RVBD3670:ephE	6	6	NE	2293.73	2153.31	-0.091	-0.101	-0.091	-0.137	-0.091	-0.111	-0.091	-148.60	-0.09647219	0.3600500000	1.0000000000
RVBD3671c:RVBD3671c	6	6	NE	601.04	698.32	0.216	-0.180	0.216	0.559	0.216	0.559	0.216	81.74	0.22426102	0.2369000000	1.0000000000
RVBD3672c:RVBD3672c	5	5	NE	1021.74	1076.72	0.076	0.076	0.076	0.076	0.076	0.076	0.076	31.44	0.02235868	0.9648000000	1.0000000000
RVBD3673c:RVBD3673c	6	6	NE	722.07	676.96	-0.093	-0.358	-0.093	-0.046	-0.093	-0.358	-0.093	26.34	0.03354885	0.8770000000	1.0000000000
RVBD3674c:nth	8	8	NE	1947.39	1951.54	0.003	-0.013	0.003	-0.001	0.003	-0.009	0.003	-0.84	-0.00061504	0.9900500000	1.0000000000
RVBD3675:RVBD3675	41	41	NE	907.77	1017.17	0.164	-0.038	0.112	0.302	0.249	0.162	0.141	55.02	0.09524548	0.0997000000	1.0000000000
RVBD3676:crp	6	5	Uncertain	772.79	549.13	-0.493	-0.493	-0.493	-0.493	-0.493	-0.493	-0.493	-76.91	-0.06828669	0.6765000000	1.0000000000
RVBD3677c:RVBD3677c	5	5	NE	2112.07	1970.40	-0.100	-0.100	-0.100	-0.100	-0.100	-0.100	-0.100	20.07	0.01192433	0.8994500000	1.0000000000
RVBD3678A:RVBD3678A	5	5	NE	1664.24	1516.84	-0.134	-0.134	-0.134	-0.134	-0.134	-0.134	-0.134	108.76	0.05488825	0.4009500000	1.0000000000
RVBD3678c:RVBD3678c	4	4	NE	1338.01	1130.78	-0.243	-0.243	-0.243	-0.243	-0.243	-0.243	-0.243	-144.40	-0.15654443	0.7473000000	1.0000000000
RVBD3679:RVBD3679	8	8	NE	1464.53	1172.00	-0.321	-0.368	-0.321	-0.157	-0.321	-0.245	-0.321	-112.82	-0.18871405	0.3194500000	1.0000000000
RVBD3680:RVBD3680	13	13	NE	1492.99	1437.43	-0.055	-0.043	-0.079	-0.044	-0.079	-0.217	-0.079	-55.53	-0.03313535	0.9819000000	1.0000000000
RVBD3681c:whiB4	4	4	NE	2276.00	2338.38	0.039	0.039	0.039	0.039	0.039	0.039	0.039	-53.62	-0.04120731	0.9528000000	1.0000000000
RVBD3682:ponA2	15	15	GA	2298.91	1730.98	-0.409	-0.434	-0.379	-0.065	-0.162	-0.434	-0.416	-218.34	-0.10451263	0.7107500000	1.0000000000
RVBD3683:RVBD3683	5	5	NE	598.81	713.80	0.253	0.253	0.253	0.253	0.253	0.253	0.253	20.80	0.01868692	0.8522000000	1.0000000000
RVBD3684:RVBD3684	10	10	NE	1383.75	1316.79	-0.072	-0.022	-0.072	-0.167	-0.072	0.055	-0.072	-65.52	-0.09035139	0.7765500000	1.0000000000
RVBD3685c:cyp137	10	10	NE	1766.10	1653.78	-0.095	-0.147	-0.095	0.090	-0.095	-0.081	-0.095	9.27	0.00752311	0.9324000000	1.0000000000
RVBD3686c:RVBD3686c	4	4	NE	1565.35	1601.76	0.033	0.033	0.033	0.033	0.033	0.033	0.033	-68.15	-0.07223926	0.7292500000	1.0000000000
RVBD3687c:rsfB	6	6	NE	2390.45	2189.00	-0.127	-0.102	-0.127	-0.059	-0.127	-0.059	-0.127	-51.14	-0.02441838	0.9192500000	1.0000000000
RVBD3688c:RVBD3688c	6	6	NE	1359.52	1350.56	-0.010	-0.221	-0.010	0.200	-0.010	0.200	-0.010	-14.60	-0.00926530	0.8412000000	1.0000000000
RVBD3689:RVBD3689	14	14	NE	1680.95	1551.32	-0.116	-0.151	-0.116	0.178	0.065	-0.021	0.015	-0.54	-0.00039954	1.0000000000	1.0000000000
RVBD3690:RVBD3690	6	6	NE	1234.89	1380.94	0.161	-0.070	0.161	-0.070	0.161	0.272	0.161	-46.15	-0.03935274	0.7131000000	1.0000000000
RVBD3691:RVBD3691	6	6	NE	1697.10	1826.01	0.106	-0.103	0.106	0.073	0.106	-0.103	0.106	-65.39	-0.04479982	0.8513000000	1.0000000000
RVBD3692:moxR2	14	14	NE	1849.04	1925.18	0.058	-0.179	-0.010	0.097	0.058	-0.093	0.049	29.48	0.01806267	0.9707500000	1.0000000000
RVBD3693:RVBD3693	7	6	NE	1197.97	1165.88	-0.039	-0.223	-0.039	-0.024	-0.039	-0.024	-0.039	-42.16	-0.09778372	0.6158500000	1.0000000000
RVBD3694c:RVBD3694c	15	15	NE	1630.56	1451.40	-0.168	-0.168	-0.051	0.100	0.132	0.058	-0.171	61.43	0.03570204	0.5378000000	1.0000000000
RVBD3695:RVBD3695	13	13	NE	1597.67	1663.54	0.058	-0.062	0.060	0.066	0.095	-0.086	0.089	-19.24	-0.01181490	0.8610000000	1.0000000000
RVBD3696c:glpK	13	13	NE	411.52	462.72	0.169	0.186	0.021	0.429	0.073	-0.080	0.065	41.84	0.10643001	0.5441000000	1.0000000000
RVBD3697A:vapB48	4	4	NE	2205.09	1993.49	-0.146	-0.146	-0.146	-0.146	-0.146	-0.146	-0.146	95.38	0.03031770	0.4497000000	1.0000000000
RVBD3697c:vapC48	8	8	NE	1396.39	1406.99	0.011	-0.095	0.011	-0.095	0.011	-0.095	0.011	188.32	0.12999629	0.6106000000	1.0000000000
RVBD3698:RVBD3698	13	13	NE	1276.92	1168.24	-0.128	-0.128	-0.043	0.263	-0.033	0.002	0.080	117.80	0.11079263	0.4078000000	1.0000000000
RVBD3699:RVBD3699	6	6	NE	3646.02	3324.82	-0.133	-0.024	-0.133	-0.024	-0.133	-0.090	-0.133	221.84	0.08771424	0.3584500000	1.0000000000
RVBD3700c:RVBD3700c	5	5	NE	2390.13	2450.73	0.036	0.036	0.036	0.036	0.036	0.036	0.036	53.74	0.02569018	0.8664000000	1.0000000000
RVBD3701c:RVBD3701c	10	10	NE	1845.00	1885.59	0.031	0.006	0.031	0.061	0.031	0.180	0.031	-162.32	-0.08259066	0.8569000000	1.0000000000
RVBD3702c:RVBD3702c	8	8	NE	661.53	792.90	0.261	0.126	0.261	0.367	0.261	0.324	0.261	-41.67	-0.03706574	0.7235500000	1.0000000000
RVBD3703c:RVBD3703c	11	11	NE	1033.90	1093.18	0.080	-0.035	0.069	0.087	0.029	-0.007	0.029	-26.08	-0.02714912	0.9214500000	1.0000000000
RVBD3704c:gshA	8	8	NE	1189.06	1243.69	0.065	-0.015	0.065	0.095	0.065	0.047	0.065	-32.96	-0.04435427	0.9683000000	1.0000000000
RVBD3705A:RVBD3705A	8	8	NE	1110.80	1307.19	0.235	-0.176	0.235	-0.176	0.235	0.082	0.235	-5.56	-0.00391690	1.0000000000	1.0000000000
RVBD3705c:RVBD3705c	5	5	NE	1563.01	1564.42	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-94.02	-0.12774512	0.9105000000	1.0000000000
RVBD3706c:RVBD3706c	6	6	NE	2316.17	2068.28	-0.163	-0.186	-0.163	-0.037	-0.163	-0.186	-0.163	117.79	0.06311149	0.7689000000	1.0000000000
RVBD3707c:RVBD3707c	6	6	NE	1954.04	1881.57	-0.055	-0.462	-0.055	0.096	-0.055	-0.462	-0.055	11.86	0.00495506	0.9601000000	1.0000000000
RVBD3708c:asd	100	99	GD	484.14	503.21	0.056	-0.810	-0.539	0.173	0.219	-0.807	-0.295	-40.54	-0.07781894	0.0700000000	1.0000000000
RVBD3709c:ask	110	107	ESD	262.99	219.79	-0.259	-1.610	-1.182	0.260	0.302	-0.631	-0.850	-34.54	-0.14208955	0.0244000000	0.5732644444
RVBD3710:leuA	163	157	ES	962.96	947.52	-0.023	-0.461	-0.527	0.303	0.247	-0.144	-0.241	-52.56	-0.06084844	0.3056500000	1.0000000000
RVBD3711c:dnaQ	7	7	NE	1553.68	1674.30	0.108	-0.079	0.108	0.072	0.108	-0.182	0.108	-118.62	-0.09496335	0.4049500000	1.0000000000
RVBD3712:RVBD3712	100	100	ES	891.81	871.44	-0.033	-0.383	-0.477	0.252	0.144	-0.529	-0.496	-45.68	-0.05205654	0.3923500000	1.0000000000
RVBD3713:cobQ2	78	76	ES	807.05	853.41	0.081	-0.468	-0.304	0.386	0.219	-0.054	-0.136	-12.84	-0.01965426	0.6835000000	1.0000000000
RVBD3714c:RVBD3714c	6	6	NE	1621.11	1632.83	0.010	-0.045	0.010	0.016	0.010	-0.045	0.010	79.48	0.09258132	0.7607500000	1.0000000000
RVBD3715c:recR	6	6	NE	1039.78	1038.19	-0.002	-0.190	-0.002	-0.190	-0.002	-0.190	-0.002	-35.94	-0.04339270	0.3678500000	1.0000000000
RVBD3716c:RVBD3716c	6	6	NE	826.09	934.01	0.177	0.087	0.177	0.190	0.177	0.087	0.177	-12.31	-0.01573147	0.9175000000	1.0000000000
RVBD3717:RVBD3717	6	6	NE	1789.83	1554.97	-0.203	-0.700	-0.203	-0.089	-0.203	-0.089	-0.203	-493.33	-0.31652686	0.2017000000	1.0000000000
RVBD3718c:RVBD3718c	8	8	NE	1109.92	981.48	-0.177	0.066	-0.177	0.122	-0.177	0.023	-0.177	2.58	0.00313030	0.9699000000	1.0000000000
RVBD3719:RVBD3719	15	15	NE	1234.56	1157.48	-0.093	-0.753	-0.148	0.020	-0.031	-0.327	-0.091	-114.89	-0.12898172	0.8015500000	1.0000000000
RVBD3720:RVBD3720	12	12	NE	1029.25	961.81	-0.098	-0.076	-0.098	-0.120	-0.006	-0.034	-0.093	-87.77	-0.12047933	0.3855000000	1.0000000000
RVBD3721c:dnaZX	166	163	ES	490.19	499.66	0.028	-1.173	-1.030	0.410	0.355	-0.650	-0.598	-22.44	-0.03691359	0.0875000000	1.0000000000
RVBD3722c:RVBD3722c	133	131	ES	358.82	345.01	-0.057	-0.487	-0.560	0.363	0.573	-0.103	-0.171	-21.38	-0.05576671	0.1837000000	1.0000000000
RVBD3723:RVBD3723	7	7	NE	1106.88	1098.97	-0.010	-0.010	-0.010	0.052	-0.010	-0.010	-0.010	13.56	0.01953258	0.8401500000	1.0000000000
RVBD3724A:cut5a	6	6	NE	2018.20	2099.78	0.057	0.099	0.057	0.011	0.057	0.099	0.057	28.85	0.01324056	0.8884500000	1.0000000000
RVBD3724B:cut5b	6	6	NE	1943.12	2084.68	0.101	0.039	0.101	0.087	0.101	0.039	0.101	22.03	0.00936258	1.0000000000	1.0000000000
RVBD3725:RVBD3725	12	12	GA	1203.70	1171.86	-0.039	-0.185	0.091	0.236	0.091	0.144	0.091	18.54	0.01725568	0.7606500000	1.0000000000
RVBD3726:RVBD3726	11	11	GA	1784.31	1600.11	-0.157	-0.157	-0.135	0.110	-0.135	-0.164	-0.135	-82.55	-0.05828096	0.7569500000	1.0000000000
RVBD3727:RVBD3727	21	21	GA	1356.23	1378.21	0.023	-0.186	-0.161	0.241	0.221	-0.076	-0.027	9.04	0.01391122	0.9316500000	1.0000000000
RVBD3728:RVBD3728	26	26	NE	1100.52	1137.89	0.048	-0.119	-0.053	0.237	0.179	0.047	0.018	-72.79	-0.08697553	0.6850500000	1.0000000000
RVBD3729:RVBD3729	32	32	NE	1383.22	1426.85	0.045	-0.070	-0.172	0.302	0.114	-0.057	0.039	39.80	0.03365277	0.7499500000	1.0000000000
RVBD3730c:RVBD3730c	8	8	NE	1388.88	1328.74	-0.064	-0.051	-0.064	0.112	-0.064	-0.202	-0.064	-51.17	-0.04344628	0.8259500000	1.0000000000
RVBD3731:ligC	13	13	NE	1575.18	1480.49	-0.089	-0.184	0.106	0.284	0.106	0.010	0.106	97.81	0.09666253	0.4105000000	1.0000000000
RVBD3732:RVBD3732	6	6	NE	1535.33	1424.56	-0.108	-0.102	-0.108	0.141	-0.108	0.141	-0.108	-38.72	-0.02725145	0.5922500000	1.0000000000
RVBD3733c:RVBD3733c	7	7	NE	2862.49	2807.63	-0.028	-0.056	-0.028	-0.028	-0.028	0.144	-0.028	140.10	0.05076458	0.6517500000	1.0000000000
RVBD3734c:tgs2	8	8	NE	1396.28	1384.89	-0.012	0.041	-0.012	0.142	-0.012	0.012	-0.012	22.89	0.02121305	0.9680000000	1.0000000000
RVBD3735:RVBD3735	9	9	NE	1464.67	1367.44	-0.099	-0.327	-0.099	0.044	-0.099	-0.096	-0.099	98.05	0.13828578	0.7572000000	1.0000000000
RVBD3736:RVBD3736	6	6	NE	3165.54	2965.00	-0.094	-0.195	-0.094	-0.052	-0.094	-0.195	-0.094	139.62	0.06596933	0.8205500000	1.0000000000
RVBD3737:RVBD3737	14	14	NE	1069.29	1127.87	0.077	-0.083	-0.002	0.105	0.108	-0.101	0.013	-28.89	-0.03024683	0.8931000000	1.0000000000
RVBD3738c:PPE66	7	7	GA	4968.50	4711.11	-0.077	-0.077	-0.077	-0.077	-0.077	-0.077	-0.077	33.71	0.00856360	0.8379000000	1.0000000000
RVBD3739c:PPE67	24	23	GD	1155.54	1052.86	-0.134	-0.169	-0.142	0.204	-0.115	-0.052	-0.133	28.88	0.05599302	0.7637000000	1.0000000000
RVBD3740c:RVBD3740c	9	9	GA	1751.94	1609.70	-0.122	-0.062	-0.122	0.065	-0.122	0.065	-0.122	-62.64	-0.04261303	0.8503000000	1.0000000000
RVBD3741c:RVBD3741c	6	6	GA	1769.79	1873.50	0.082	0.072	0.082	0.076	0.082	-0.060	0.082	87.88	0.05247498	0.8715000000	1.0000000000
RVBD3742c:RVBD3742c	2	2	GA	611.89	621.94	0.024	0.024	0.024	0.024	0.024	0.024	0.024	-57.77	-0.06971633	0.7045500000	1.0000000000
RVBD3743c:ctpJ	11	11	NE	1355.60	1411.30	0.058	-0.070	0.013	0.475	0.172	-0.070	0.105	16.54	0.01103978	0.9577500000	1.0000000000
RVBD3744:nmtR	8	8	NE	1112.83	1040.88	-0.096	-0.072	-0.096	0.112	-0.096	0.112	-0.096	127.50	0.14472849	0.6134000000	1.0000000000
RVBD3745c:RVBD3745c	6	6	Uncertain	1741.82	1787.98	0.038	-0.103	0.038	0.150	0.038	0.150	0.038	-23.51	-0.01569640	0.8683500000	1.0000000000
RVBD3746c:PE34	5	5	NE	712.10	775.06	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.83	0.00106455	0.9870000000	1.0000000000
RVBD3747:RVBD3747	5	5	NE	2457.03	2277.27	-0.110	-0.110	-0.110	-0.110	-0.110	-0.110	-0.110	-145.15	-0.10307846	0.2198000000	1.0000000000
RVBD3748:RVBD3748	7	7	NE	823.04	877.53	0.092	0.092	0.092	0.018	0.092	-0.090	0.092	32.29	0.04115340	0.7676000000	1.0000000000
RVBD3749Ac:RVBD3749Ac	5	5	N/A	2517.85	2458.21	-0.035	-0.035	-0.035	-0.035	-0.035	-0.035	-0.035	-182.86	-0.05143224	0.6802500000	1.0000000000
RVBD3749c:RVBD3749c	8	8	NE	2056.58	2129.68	0.050	-0.056	0.050	0.056	0.050	-0.146	0.050	17.68	0.00720801	0.9617500000	1.0000000000
RVBD3750c:RVBD3750c	9	9	NE	1958.33	1808.89	-0.115	-0.059	-0.115	0.230	-0.115	-0.115	-0.115	207.68	0.14272975	0.5014000000	1.0000000000
RVBD3751:RVBD3751	2	2	Uncertain	2624.37	2531.19	-0.052	-0.052	-0.052	-0.052	-0.052	-0.052	-0.052	75.00	0.03143941	0.6965500000	1.0000000000
RVBD3752c:RVBD3752c	50	49	ES	1058.23	977.50	-0.114	-0.585	-0.365	0.059	0.089	0.124	-0.197	-43.88	-0.04660668	0.5194000000	1.0000000000
RVBD3753c:RVBD3753c	5	4	NE	701.57	563.94	-0.315	-0.315	-0.315	-0.315	-0.315	-0.315	-0.315	-88.38	-0.15982331	0.6483500000	1.0000000000
RVBD3754:tyrA	112	111	ES	656.83	582.94	-0.172	-0.841	-0.479	0.156	0.151	-0.115	-0.157	-47.88	-0.07462980	0.1272500000	1.0000000000
RVBD3755c:RVBD3755c	3	3	NE	883.56	1109.02	0.328	0.328	0.328	0.328	0.328	0.328	0.328	113.94	0.13586902	0.6583000000	1.0000000000
RVBD3756c:proZ	6	6	NE	1648.24	1728.00	0.068	-0.095	0.068	0.127	0.068	-0.095	0.068	11.00	0.00856172	1.0000000000	1.0000000000
RVBD3757c:proW	5	5	NE	2669.90	2354.10	-0.182	-0.182	-0.182	-0.182	-0.182	-0.182	-0.182	226.07	0.12315625	0.7178000000	1.0000000000
RVBD3758c:proV	6	6	NE	1155.89	1098.49	-0.073	0.065	-0.073	0.065	-0.073	0.065	-0.073	47.72	0.04392580	0.8360500000	1.0000000000
RVBD3759c:proX	13	13	NE	1270.87	1374.07	0.113	-0.081	0.072	0.285	0.246	0.025	0.095	134.01	0.17073908	0.4662500000	1.0000000000
RVBD3760:RVBD3760	7	7	NE	2045.50	2056.54	0.008	-0.063	0.008	0.162	0.008	-0.011	0.008	15.93	0.01124710	0.7663000000	1.0000000000
RVBD3761c:fadE36	6	6	NE	2441.39	2302.26	-0.085	-0.102	-0.085	-0.102	-0.085	-0.025	-0.085	57.68	0.02694465	0.8857500000	1.0000000000
RVBD3762c:RVBD3762c	15	15	NE	944.08	937.01	-0.011	-0.281	-0.134	0.234	0.185	-0.022	-0.079	-23.08	-0.03567265	0.9102000000	1.0000000000
RVBD3763:lpqH	20	20	NE	1929.86	1902.97	-0.020	-0.625	-0.097	0.180	0.120	0.246	0.111	-245.51	-0.14617477	0.3844500000	1.0000000000
RVBD3764c:tcrY	8	8	NE	192.19	117.32	-0.712	-0.921	-0.712	-0.287	-0.712	-0.380	-0.712	-44.67	-0.34596679	0.0348000000	0.7432787879
RVBD3765c:tcrX	7	7	NE	1903.59	1826.15	-0.060	-0.181	-0.060	-0.070	-0.060	-0.070	-0.060	156.63	0.14388622	0.7695500000	1.0000000000
RVBD3766:RVBD3766	7	6	NE	2073.68	2018.96	-0.039	-0.012	-0.039	-0.012	-0.039	-0.058	-0.039	-245.15	-0.20616182	0.7376000000	1.0000000000
RVBD3767c:RVBD3767c	8	8	NE	944.08	874.41	-0.111	-0.036	-0.111	0.070	-0.111	-0.036	-0.111	-59.42	-0.05544574	0.7255000000	1.0000000000
RVBD3768:RVBD3768	6	6	NE	2187.18	2120.60	-0.045	0.001	-0.045	0.001	-0.045	0.001	-0.045	12.84	0.00674258	0.9645500000	1.0000000000
RVBD3769:RVBD3769	6	6	Uncertain	1748.53	1727.15	-0.018	-0.065	-0.018	0.059	-0.018	-0.065	-0.018	-24.68	-0.01425313	0.8740000000	1.0000000000
RVBD3770A:RVBD3770A	4	4	NE	2460.04	2565.22	0.060	0.060	0.060	0.060	0.060	0.060	0.060	83.21	0.05018680	0.7681500000	1.0000000000
RVBD3770B:RVBD3770B	2	2	NE	3044.23	2859.71	-0.090	-0.090	-0.090	-0.090	-0.090	-0.090	-0.090	-97.83	-0.07443889	0.5439000000	1.0000000000
RVBD3770c:RVBD3770c	9	9	NE	1403.98	1510.89	0.106	-0.042	0.106	0.083	0.106	0.083	0.106	28.49	0.02338370	0.9831500000	1.0000000000
RVBD3771c:RVBD3771c	2	2	NE	2995.63	2932.55	-0.031	-0.031	-0.031	-0.031	-0.031	-0.031	-0.031	23.32	0.00424572	1.0000000000	1.0000000000
RVBD3772:hisC2	8	8	NE	2010.02	1859.50	-0.112	-0.152	-0.112	0.053	-0.112	-0.162	-0.112	43.27	0.02568931	0.7450000000	1.0000000000
RVBD3773c:RVBD3773c	7	7	NE	823.04	963.64	0.228	-0.192	0.228	0.271	0.228	0.228	0.228	-19.81	-0.02715322	1.0000000000	1.0000000000
RVBD3774:echA21	12	12	NE	1715.52	1815.83	0.082	-0.071	-0.076	0.066	0.082	0.004	0.082	48.06	0.02983047	0.6912500000	1.0000000000
RVBD3775:lipE	16	16	NE	967.02	966.36	-0.001	-0.205	-0.159	0.084	-0.045	-0.181	-0.007	46.44	0.09809599	0.2106500000	1.0000000000
RVBD3776:RVBD3776	12	12	NE	1279.74	1235.04	-0.051	0.012	-0.080	0.245	0.040	0.191	0.040	4.28	0.00425616	1.0000000000	1.0000000000
RVBD3777:RVBD3777	7	7	NE	1569.87	1642.67	0.065	-0.045	0.065	-0.045	0.065	-0.045	0.065	-177.72	-0.19418375	0.4707500000	1.0000000000
RVBD3778c:RVBD3778c	120	120	GD	566.03	451.69	-0.326	-0.816	-0.728	0.084	0.205	-0.418	-0.323	-62.22	-0.14062337	0.0170500000	0.4506528125
RVBD3779:RVBD3779	32	31	NE	1155.54	1243.61	0.106	-0.274	-0.294	0.183	0.255	-0.063	0.213	-10.65	-0.01074196	0.9061500000	1.0000000000
RVBD3780:RVBD3780	42	39	ES	942.73	1006.42	0.094	-0.849	-0.890	0.191	0.202	-0.017	-0.503	-68.00	-0.06645784	0.5739500000	1.0000000000
RVBD3781:rfbE	79	79	ES	295.36	214.14	-0.464	-1.035	-1.041	0.145	0.181	-0.630	-0.656	-40.40	-0.14339346	0.0025000000	0.0997405660
RVBD3782:glfT1	76	76	ES	521.18	460.21	-0.179	-1.088	-0.924	0.348	0.354	-0.913	-0.707	-56.25	-0.09835834	0.0218000000	0.5329028902
RVBD3783:rfbD	123	120	ES	470.17	362.85	-0.374	-0.786	-0.879	0.306	0.331	-0.645	-0.662	-56.59	-0.13101645	0.0002500000	0.0148908451
RVBD3784:RVBD3784	10	10	GA	1791.84	1640.50	-0.127	-0.101	-0.127	0.069	-0.127	-0.077	-0.127	-57.46	-0.02919352	0.6690000000	1.0000000000
RVBD3785:RVBD3785	7	7	GA	1633.98	1820.20	0.156	-0.311	0.156	0.031	0.156	0.156	0.156	7.30	0.00675779	1.0000000000	1.0000000000
RVBD3786c:RVBD3786c	11	11	GA	1573.91	1816.19	0.207	-0.032	0.177	0.207	0.177	-0.122	0.177	-4.21	-0.00227234	0.9898000000	1.0000000000
RVBD3787c:RVBD3787c	17	16	GA	1124.89	1161.03	0.046	-0.178	-0.253	0.195	-0.019	-0.333	0.003	-58.11	-0.09397521	0.4363500000	1.0000000000
RVBD3788:RVBD3788	5	5	GA	2051.55	2148.06	0.066	0.066	0.066	0.066	0.066	0.066	0.066	321.33	0.12396211	0.6902500000	1.0000000000
RVBD3789:RVBD3789	7	7	NE	1654.24	1118.29	-0.565	-0.565	-0.565	-0.133	-0.565	-0.565	-0.565	21.91	0.01340461	0.8443000000	1.0000000000
RVBD3790:dprE1	132	129	ES	691.87	541.30	-0.354	-1.005	-0.934	0.236	0.356	-0.883	-0.831	-95.59	-0.13201692	0.0001500000	0.0097592308
RVBD3791:dprE2	70	70	ES	831.32	754.57	-0.140	-0.715	-0.763	0.248	0.087	-0.492	-0.427	-78.60	-0.10612795	0.0374000000	0.7868885572
RVBD3792:aftA	234	231	ES	704.01	607.32	-0.213	-1.025	-0.760	0.407	0.380	-0.729	-0.755	-66.88	-0.10599538	0.0020500000	0.0849946078
RVBD3793:embC	419	415	ES	778.47	670.95	-0.214	-0.865	-0.795	0.362	0.373	-0.500	-0.370	-70.36	-0.11286433	0.0000500000	0.0041460784
RVBD3794:embA	394	387	ES	805.16	576.05	-0.483	-1.354	-1.147	0.267	0.196	-0.498	-0.456	-122.27	-0.18983620	0.0000500000	0.0041460784
RVBD3795:embB	381	378	ES	829.27	607.32	-0.449	-1.029	-1.455	0.621	0.324	-0.517	-0.887	-132.21	-0.18213859	0.0000500000	0.0041460784
RVBD3796:RVBD3796	22	22	NE	952.53	1026.09	0.107	-0.193	0.010	0.255	0.240	-0.038	0.049	-41.81	-0.05323488	0.8254500000	1.0000000000
RVBD3797:fadE35	7	7	NE	1106.88	1060.57	-0.062	-0.161	-0.062	0.377	-0.062	-0.161	-0.062	-17.59	-0.03300794	0.8388500000	1.0000000000
RVBD3799c:accD4	130	127	ES	441.78	376.85	-0.229	-1.616	-1.252	0.218	0.312	-0.806	-0.762	-59.52	-0.09470294	0.0000500000	0.0041460784
RVBD3800c:pks13	394	389	ES	431.81	329.69	-0.389	-1.559	-1.522	0.372	0.410	-0.861	-0.581	-59.02	-0.12638179	0.0000500000	0.0041460784
RVBD3801c:fadD32	184	182	ES	188.53	109.90	-0.779	-1.677	-1.556	0.323	0.333	-0.610	-0.656	-42.32	-0.25696137	0.0000500000	0.0041460784
RVBD3802c:RVBD3802c	100	98	ES	997.98	884.89	-0.174	-0.923	-0.587	0.329	0.309	-0.399	-0.370	-65.58	-0.07798573	0.0550500000	1.0000000000
RVBD3803c:fbpD	7	7	NE	1788.35	1457.58	-0.295	-0.295	-0.295	0.055	-0.295	-0.046	-0.295	91.39	0.04983589	1.0000000000	1.0000000000
RVBD3804c:fbpA	7	7	NE	1459.62	1033.65	-0.498	-0.503	-0.498	-0.054	-0.498	-0.382	-0.498	35.01	0.03488429	0.6886500000	1.0000000000
RVBD3805c:aftB	277	274	ES	779.68	616.18	-0.340	-1.320	-1.271	0.231	0.253	-0.810	-0.691	-94.60	-0.12810999	0.0000500000	0.0041460784
RVBD3806c:ubiA	73	73	ES	234.67	113.02	-1.054	-1.876	-1.601	0.219	0.200	-1.050	-0.999	-86.16	-0.47912034	0.0000500000	0.0041460784
RVBD3807c:RVBD3807c	7	7	NE	202.30	96.91	-1.062	-1.527	-1.062	-0.642	-1.062	-1.062	-1.062	-85.10	-0.82514627	0.0001000000	0.0070483333
RVBD3808c:glfT2	185	183	ES	133.52	86.14	-0.632	-1.661	-1.444	0.203	-0.107	-0.510	-0.311	-25.22	-0.21984045	0.0000500000	0.0041460784
RVBD3809c:glf	88	88	ES	178.96	107.07	-0.741	-1.353	-1.349	0.223	0.144	-0.691	-0.850	-39.39	-0.29340392	0.0000500000	0.0041460784
RVBD3810:pirG	5	5	NE	1731.71	190.87	-3.182	-3.182	-3.182	-3.182	-3.182	-3.182	-3.182	-1525.89	-1.00000000	0.0000500000	0.0041460784
